"","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15"
"745","RGE","SK","MAD","VIT","MSF","AST","MAD","G2","RGE","FNC"
"746","RGE","SK","MAD","VIT","MSF","AST","MAD","G2","RGE","MSF"
"747","RGE","SK","MAD","VIT","MSF","AST","MAD","G2","VIT","FNC"
"748","RGE","SK","MAD","VIT","MSF","AST","MAD","G2","VIT","MSF"
"749","RGE","SK","MAD","VIT","MSF","AST","MAD","SK","RGE","FNC"
"750","RGE","SK","MAD","VIT","MSF","AST","MAD","SK","RGE","MSF"
"751","RGE","SK","MAD","VIT","MSF","AST","MAD","SK","VIT","FNC"
"752","RGE","SK","MAD","VIT","MSF","AST","MAD","SK","VIT","MSF"
"753","RGE","SK","MAD","VIT","MSF","XL","BDS","G2","RGE","FNC"
"754","RGE","SK","MAD","VIT","MSF","XL","BDS","G2","RGE","MSF"
"755","RGE","SK","MAD","VIT","MSF","XL","BDS","G2","VIT","FNC"
"756","RGE","SK","MAD","VIT","MSF","XL","BDS","G2","VIT","MSF"
"757","RGE","SK","MAD","VIT","MSF","XL","BDS","SK","RGE","FNC"
"758","RGE","SK","MAD","VIT","MSF","XL","BDS","SK","RGE","MSF"
"759","RGE","SK","MAD","VIT","MSF","XL","BDS","SK","VIT","FNC"
"760","RGE","SK","MAD","VIT","MSF","XL","BDS","SK","VIT","MSF"
"761","RGE","SK","MAD","VIT","MSF","XL","MAD","G2","RGE","FNC"
"762","RGE","SK","MAD","VIT","MSF","XL","MAD","G2","RGE","MSF"
"763","RGE","SK","MAD","VIT","MSF","XL","MAD","G2","VIT","FNC"
"764","RGE","SK","MAD","VIT","MSF","XL","MAD","G2","VIT","MSF"
"765","RGE","SK","MAD","VIT","MSF","XL","MAD","SK","RGE","FNC"
"766","RGE","SK","MAD","VIT","MSF","XL","MAD","SK","RGE","MSF"
"767","RGE","SK","MAD","VIT","MSF","XL","MAD","SK","VIT","FNC"
"768","RGE","SK","MAD","VIT","MSF","XL","MAD","SK","VIT","MSF"
"769","RGE","XL","AST","FNC","G2","AST","BDS","G2","RGE","FNC"
"770","RGE","XL","AST","FNC","G2","AST","BDS","G2","RGE","MSF"
"771","RGE","XL","AST","FNC","G2","AST","BDS","G2","VIT","FNC"
"772","RGE","XL","AST","FNC","G2","AST","BDS","G2","VIT","MSF"
"773","RGE","XL","AST","FNC","G2","AST","BDS","SK","RGE","FNC"
"774","RGE","XL","AST","FNC","G2","AST","BDS","SK","RGE","MSF"
"775","RGE","XL","AST","FNC","G2","AST","BDS","SK","VIT","FNC"
"776","RGE","XL","AST","FNC","G2","AST","BDS","SK","VIT","MSF"
"777","RGE","XL","AST","FNC","G2","AST","MAD","G2","RGE","FNC"
"778","RGE","XL","AST","FNC","G2","AST","MAD","G2","RGE","MSF"
"779","RGE","XL","AST","FNC","G2","AST","MAD","G2","VIT","FNC"
"780","RGE","XL","AST","FNC","G2","AST","MAD","G2","VIT","MSF"
"781","RGE","XL","AST","FNC","G2","AST","MAD","SK","RGE","FNC"
"782","RGE","XL","AST","FNC","G2","AST","MAD","SK","RGE","MSF"
"783","RGE","XL","AST","FNC","G2","AST","MAD","SK","VIT","FNC"
"784","RGE","XL","AST","FNC","G2","AST","MAD","SK","VIT","MSF"
"785","RGE","XL","AST","FNC","G2","XL","BDS","G2","RGE","FNC"
"786","RGE","XL","AST","FNC","G2","XL","BDS","G2","RGE","MSF"
"787","RGE","XL","AST","FNC","G2","XL","BDS","G2","VIT","FNC"
"788","RGE","XL","AST","FNC","G2","XL","BDS","G2","VIT","MSF"
"789","RGE","XL","AST","FNC","G2","XL","BDS","SK","RGE","FNC"
"790","RGE","XL","AST","FNC","G2","XL","BDS","SK","RGE","MSF"
"791","RGE","XL","AST","FNC","G2","XL","BDS","SK","VIT","FNC"
"792","RGE","XL","AST","FNC","G2","XL","BDS","SK","VIT","MSF"
"793","RGE","XL","AST","FNC","G2","XL","MAD","G2","RGE","FNC"
"794","RGE","XL","AST","FNC","G2","XL","MAD","G2","RGE","MSF"
"795","RGE","XL","AST","FNC","G2","XL","MAD","G2","VIT","FNC"
"796","RGE","XL","AST","FNC","G2","XL","MAD","G2","VIT","MSF"
"797","RGE","XL","AST","FNC","G2","XL","MAD","SK","RGE","FNC"
"798","RGE","XL","AST","FNC","G2","XL","MAD","SK","RGE","MSF"
"799","RGE","XL","AST","FNC","G2","XL","MAD","SK","VIT","FNC"
"800","RGE","XL","AST","FNC","G2","XL","MAD","SK","VIT","MSF"
"801","RGE","XL","AST","FNC","MSF","AST","BDS","G2","RGE","FNC"
"802","RGE","XL","AST","FNC","MSF","AST","BDS","G2","RGE","MSF"
"803","RGE","XL","AST","FNC","MSF","AST","BDS","G2","VIT","FNC"
"804","RGE","XL","AST","FNC","MSF","AST","BDS","G2","VIT","MSF"
"805","RGE","XL","AST","FNC","MSF","AST","BDS","SK","RGE","FNC"
"806","RGE","XL","AST","FNC","MSF","AST","BDS","SK","RGE","MSF"
"807","RGE","XL","AST","FNC","MSF","AST","BDS","SK","VIT","FNC"
"808","RGE","XL","AST","FNC","MSF","AST","BDS","SK","VIT","MSF"
"809","RGE","XL","AST","FNC","MSF","AST","MAD","G2","RGE","FNC"
"810","RGE","XL","AST","FNC","MSF","AST","MAD","G2","RGE","MSF"
"811","RGE","XL","AST","FNC","MSF","AST","MAD","G2","VIT","FNC"
"812","RGE","XL","AST","FNC","MSF","AST","MAD","G2","VIT","MSF"
"813","RGE","XL","AST","FNC","MSF","AST","MAD","SK","RGE","FNC"
"814","RGE","XL","AST","FNC","MSF","AST","MAD","SK","RGE","MSF"
"815","RGE","XL","AST","FNC","MSF","AST","MAD","SK","VIT","FNC"
"816","RGE","XL","AST","FNC","MSF","AST","MAD","SK","VIT","MSF"
"817","RGE","XL","AST","FNC","MSF","XL","BDS","G2","RGE","FNC"
"818","RGE","XL","AST","FNC","MSF","XL","BDS","G2","RGE","MSF"
"819","RGE","XL","AST","FNC","MSF","XL","BDS","G2","VIT","FNC"
"820","RGE","XL","AST","FNC","MSF","XL","BDS","G2","VIT","MSF"
"821","RGE","XL","AST","FNC","MSF","XL","BDS","SK","RGE","FNC"
"822","RGE","XL","AST","FNC","MSF","XL","BDS","SK","RGE","MSF"
"823","RGE","XL","AST","FNC","MSF","XL","BDS","SK","VIT","FNC"
"824","RGE","XL","AST","FNC","MSF","XL","BDS","SK","VIT","MSF"
"825","RGE","XL","AST","FNC","MSF","XL","MAD","G2","RGE","FNC"
"826","RGE","XL","AST","FNC","MSF","XL","MAD","G2","RGE","MSF"
"827","RGE","XL","AST","FNC","MSF","XL","MAD","G2","VIT","FNC"
"828","RGE","XL","AST","FNC","MSF","XL","MAD","G2","VIT","MSF"
"829","RGE","XL","AST","FNC","MSF","XL","MAD","SK","RGE","FNC"
"830","RGE","XL","AST","FNC","MSF","XL","MAD","SK","RGE","MSF"
"831","RGE","XL","AST","FNC","MSF","XL","MAD","SK","VIT","FNC"
"832","RGE","XL","AST","FNC","MSF","XL","MAD","SK","VIT","MSF"
"833","RGE","XL","AST","VIT","G2","AST","BDS","G2","RGE","FNC"
"834","RGE","XL","AST","VIT","G2","AST","BDS","G2","RGE","MSF"
"835","RGE","XL","AST","VIT","G2","AST","BDS","G2","VIT","FNC"
"836","RGE","XL","AST","VIT","G2","AST","BDS","G2","VIT","MSF"
"837","RGE","XL","AST","VIT","G2","AST","BDS","SK","RGE","FNC"
"838","RGE","XL","AST","VIT","G2","AST","BDS","SK","RGE","MSF"
"839","RGE","XL","AST","VIT","G2","AST","BDS","SK","VIT","FNC"
"840","RGE","XL","AST","VIT","G2","AST","BDS","SK","VIT","MSF"
"841","RGE","XL","AST","VIT","G2","AST","MAD","G2","RGE","FNC"
"842","RGE","XL","AST","VIT","G2","AST","MAD","G2","RGE","MSF"
"843","RGE","XL","AST","VIT","G2","AST","MAD","G2","VIT","FNC"
"844","RGE","XL","AST","VIT","G2","AST","MAD","G2","VIT","MSF"
"845","RGE","XL","AST","VIT","G2","AST","MAD","SK","RGE","FNC"
"846","RGE","XL","AST","VIT","G2","AST","MAD","SK","RGE","MSF"
"847","RGE","XL","AST","VIT","G2","AST","MAD","SK","VIT","FNC"
"848","RGE","XL","AST","VIT","G2","AST","MAD","SK","VIT","MSF"
"849","RGE","XL","AST","VIT","G2","XL","BDS","G2","RGE","FNC"
"850","RGE","XL","AST","VIT","G2","XL","BDS","G2","RGE","MSF"
"851","RGE","XL","AST","VIT","G2","XL","BDS","G2","VIT","FNC"
"852","RGE","XL","AST","VIT","G2","XL","BDS","G2","VIT","MSF"
"853","RGE","XL","AST","VIT","G2","XL","BDS","SK","RGE","FNC"
"854","RGE","XL","AST","VIT","G2","XL","BDS","SK","RGE","MSF"
"855","RGE","XL","AST","VIT","G2","XL","BDS","SK","VIT","FNC"
"856","RGE","XL","AST","VIT","G2","XL","BDS","SK","VIT","MSF"
"857","RGE","XL","AST","VIT","G2","XL","MAD","G2","RGE","FNC"
"858","RGE","XL","AST","VIT","G2","XL","MAD","G2","RGE","MSF"
"859","RGE","XL","AST","VIT","G2","XL","MAD","G2","VIT","FNC"
"860","RGE","XL","AST","VIT","G2","XL","MAD","G2","VIT","MSF"
"861","RGE","XL","AST","VIT","G2","XL","MAD","SK","RGE","FNC"
"862","RGE","XL","AST","VIT","G2","XL","MAD","SK","RGE","MSF"
"863","RGE","XL","AST","VIT","G2","XL","MAD","SK","VIT","FNC"
"864","RGE","XL","AST","VIT","G2","XL","MAD","SK","VIT","MSF"
"865","RGE","XL","AST","VIT","MSF","AST","BDS","G2","RGE","FNC"
"866","RGE","XL","AST","VIT","MSF","AST","BDS","G2","RGE","MSF"
"867","RGE","XL","AST","VIT","MSF","AST","BDS","G2","VIT","FNC"
"868","RGE","XL","AST","VIT","MSF","AST","BDS","G2","VIT","MSF"
"869","RGE","XL","AST","VIT","MSF","AST","BDS","SK","RGE","FNC"
"870","RGE","XL","AST","VIT","MSF","AST","BDS","SK","RGE","MSF"
"871","RGE","XL","AST","VIT","MSF","AST","BDS","SK","VIT","FNC"
"872","RGE","XL","AST","VIT","MSF","AST","BDS","SK","VIT","MSF"
"873","RGE","XL","AST","VIT","MSF","AST","MAD","G2","RGE","FNC"
"874","RGE","XL","AST","VIT","MSF","AST","MAD","G2","RGE","MSF"
"875","RGE","XL","AST","VIT","MSF","AST","MAD","G2","VIT","FNC"
"876","RGE","XL","AST","VIT","MSF","AST","MAD","G2","VIT","MSF"
"877","RGE","XL","AST","VIT","MSF","AST","MAD","SK","RGE","FNC"
"878","RGE","XL","AST","VIT","MSF","AST","MAD","SK","RGE","MSF"
"879","RGE","XL","AST","VIT","MSF","AST","MAD","SK","VIT","FNC"
"880","RGE","XL","AST","VIT","MSF","AST","MAD","SK","VIT","MSF"
"881","RGE","XL","AST","VIT","MSF","XL","BDS","G2","RGE","FNC"
"882","RGE","XL","AST","VIT","MSF","XL","BDS","G2","RGE","MSF"
"883","RGE","XL","AST","VIT","MSF","XL","BDS","G2","VIT","FNC"
"884","RGE","XL","AST","VIT","MSF","XL","BDS","G2","VIT","MSF"
"885","RGE","XL","AST","VIT","MSF","XL","BDS","SK","RGE","FNC"
"886","RGE","XL","AST","VIT","MSF","XL","BDS","SK","RGE","MSF"
"887","RGE","XL","AST","VIT","MSF","XL","BDS","SK","VIT","FNC"
"888","RGE","XL","AST","VIT","MSF","XL","BDS","SK","VIT","MSF"
"889","RGE","XL","AST","VIT","MSF","XL","MAD","G2","RGE","FNC"
"890","RGE","XL","AST","VIT","MSF","XL","MAD","G2","RGE","MSF"
"891","RGE","XL","AST","VIT","MSF","XL","MAD","G2","VIT","FNC"
"892","RGE","XL","AST","VIT","MSF","XL","MAD","G2","VIT","MSF"
"893","RGE","XL","AST","VIT","MSF","XL","MAD","SK","RGE","FNC"
"894","RGE","XL","AST","VIT","MSF","XL","MAD","SK","RGE","MSF"
"895","RGE","XL","AST","VIT","MSF","XL","MAD","SK","VIT","FNC"
"896","RGE","XL","AST","VIT","MSF","XL","MAD","SK","VIT","MSF"
"897","RGE","XL","MAD","FNC","G2","AST","BDS","G2","RGE","FNC"
"898","RGE","XL","MAD","FNC","G2","AST","BDS","G2","RGE","MSF"
"899","RGE","XL","MAD","FNC","G2","AST","BDS","G2","VIT","FNC"
"900","RGE","XL","MAD","FNC","G2","AST","BDS","G2","VIT","MSF"
"901","RGE","XL","MAD","FNC","G2","AST","BDS","SK","RGE","FNC"
"902","RGE","XL","MAD","FNC","G2","AST","BDS","SK","RGE","MSF"
"903","RGE","XL","MAD","FNC","G2","AST","BDS","SK","VIT","FNC"
"904","RGE","XL","MAD","FNC","G2","AST","BDS","SK","VIT","MSF"
"905","RGE","XL","MAD","FNC","G2","AST","MAD","G2","RGE","FNC"
"906","RGE","XL","MAD","FNC","G2","AST","MAD","G2","RGE","MSF"
"907","RGE","XL","MAD","FNC","G2","AST","MAD","G2","VIT","FNC"
"908","RGE","XL","MAD","FNC","G2","AST","MAD","G2","VIT","MSF"
"909","RGE","XL","MAD","FNC","G2","AST","MAD","SK","RGE","FNC"
"910","RGE","XL","MAD","FNC","G2","AST","MAD","SK","RGE","MSF"
"911","RGE","XL","MAD","FNC","G2","AST","MAD","SK","VIT","FNC"
"912","RGE","XL","MAD","FNC","G2","AST","MAD","SK","VIT","MSF"
"913","RGE","XL","MAD","FNC","G2","XL","BDS","G2","RGE","FNC"
"914","RGE","XL","MAD","FNC","G2","XL","BDS","G2","RGE","MSF"
"915","RGE","XL","MAD","FNC","G2","XL","BDS","G2","VIT","FNC"
"916","RGE","XL","MAD","FNC","G2","XL","BDS","G2","VIT","MSF"
"917","RGE","XL","MAD","FNC","G2","XL","BDS","SK","RGE","FNC"
"918","RGE","XL","MAD","FNC","G2","XL","BDS","SK","RGE","MSF"
"919","RGE","XL","MAD","FNC","G2","XL","BDS","SK","VIT","FNC"
"920","RGE","XL","MAD","FNC","G2","XL","BDS","SK","VIT","MSF"
"921","RGE","XL","MAD","FNC","G2","XL","MAD","G2","RGE","FNC"
"922","RGE","XL","MAD","FNC","G2","XL","MAD","G2","RGE","MSF"
"923","RGE","XL","MAD","FNC","G2","XL","MAD","G2","VIT","FNC"
"924","RGE","XL","MAD","FNC","G2","XL","MAD","G2","VIT","MSF"
"925","RGE","XL","MAD","FNC","G2","XL","MAD","SK","RGE","FNC"
"926","RGE","XL","MAD","FNC","G2","XL","MAD","SK","RGE","MSF"
"927","RGE","XL","MAD","FNC","G2","XL","MAD","SK","VIT","FNC"
"928","RGE","XL","MAD","FNC","G2","XL","MAD","SK","VIT","MSF"
"929","RGE","XL","MAD","FNC","MSF","AST","BDS","G2","RGE","FNC"
"930","RGE","XL","MAD","FNC","MSF","AST","BDS","G2","RGE","MSF"
"931","RGE","XL","MAD","FNC","MSF","AST","BDS","G2","VIT","FNC"
"932","RGE","XL","MAD","FNC","MSF","AST","BDS","G2","VIT","MSF"
"933","RGE","XL","MAD","FNC","MSF","AST","BDS","SK","RGE","FNC"
"934","RGE","XL","MAD","FNC","MSF","AST","BDS","SK","RGE","MSF"
"935","RGE","XL","MAD","FNC","MSF","AST","BDS","SK","VIT","FNC"
"936","RGE","XL","MAD","FNC","MSF","AST","BDS","SK","VIT","MSF"
"937","RGE","XL","MAD","FNC","MSF","AST","MAD","G2","RGE","FNC"
"938","RGE","XL","MAD","FNC","MSF","AST","MAD","G2","RGE","MSF"
"939","RGE","XL","MAD","FNC","MSF","AST","MAD","G2","VIT","FNC"
"940","RGE","XL","MAD","FNC","MSF","AST","MAD","G2","VIT","MSF"
"941","RGE","XL","MAD","FNC","MSF","AST","MAD","SK","RGE","FNC"
"942","RGE","XL","MAD","FNC","MSF","AST","MAD","SK","RGE","MSF"
"943","RGE","XL","MAD","FNC","MSF","AST","MAD","SK","VIT","FNC"
"944","RGE","XL","MAD","FNC","MSF","AST","MAD","SK","VIT","MSF"
"945","RGE","XL","MAD","FNC","MSF","XL","BDS","G2","RGE","FNC"
"946","RGE","XL","MAD","FNC","MSF","XL","BDS","G2","RGE","MSF"
"947","RGE","XL","MAD","FNC","MSF","XL","BDS","G2","VIT","FNC"
"948","RGE","XL","MAD","FNC","MSF","XL","BDS","G2","VIT","MSF"
"949","RGE","XL","MAD","FNC","MSF","XL","BDS","SK","RGE","FNC"
"950","RGE","XL","MAD","FNC","MSF","XL","BDS","SK","RGE","MSF"
"951","RGE","XL","MAD","FNC","MSF","XL","BDS","SK","VIT","FNC"
"952","RGE","XL","MAD","FNC","MSF","XL","BDS","SK","VIT","MSF"
"953","RGE","XL","MAD","FNC","MSF","XL","MAD","G2","RGE","FNC"
"954","RGE","XL","MAD","FNC","MSF","XL","MAD","G2","RGE","MSF"
"955","RGE","XL","MAD","FNC","MSF","XL","MAD","G2","VIT","FNC"
"956","RGE","XL","MAD","FNC","MSF","XL","MAD","G2","VIT","MSF"
"957","RGE","XL","MAD","FNC","MSF","XL","MAD","SK","RGE","FNC"
"958","RGE","XL","MAD","FNC","MSF","XL","MAD","SK","RGE","MSF"
"959","RGE","XL","MAD","FNC","MSF","XL","MAD","SK","VIT","FNC"
"960","RGE","XL","MAD","FNC","MSF","XL","MAD","SK","VIT","MSF"
"961","RGE","XL","MAD","VIT","G2","AST","BDS","G2","RGE","FNC"
"962","RGE","XL","MAD","VIT","G2","AST","BDS","G2","RGE","MSF"
"963","RGE","XL","MAD","VIT","G2","AST","BDS","G2","VIT","FNC"
"964","RGE","XL","MAD","VIT","G2","AST","BDS","G2","VIT","MSF"
"965","RGE","XL","MAD","VIT","G2","AST","BDS","SK","RGE","FNC"
"966","RGE","XL","MAD","VIT","G2","AST","BDS","SK","RGE","MSF"
"967","RGE","XL","MAD","VIT","G2","AST","BDS","SK","VIT","FNC"
"968","RGE","XL","MAD","VIT","G2","AST","BDS","SK","VIT","MSF"
"969","RGE","XL","MAD","VIT","G2","AST","MAD","G2","RGE","FNC"
"970","RGE","XL","MAD","VIT","G2","AST","MAD","G2","RGE","MSF"
"971","RGE","XL","MAD","VIT","G2","AST","MAD","G2","VIT","FNC"
"972","RGE","XL","MAD","VIT","G2","AST","MAD","G2","VIT","MSF"
"973","RGE","XL","MAD","VIT","G2","AST","MAD","SK","RGE","FNC"
"974","RGE","XL","MAD","VIT","G2","AST","MAD","SK","RGE","MSF"
"975","RGE","XL","MAD","VIT","G2","AST","MAD","SK","VIT","FNC"
"976","RGE","XL","MAD","VIT","G2","AST","MAD","SK","VIT","MSF"
"977","RGE","XL","MAD","VIT","G2","XL","BDS","G2","RGE","FNC"
"978","RGE","XL","MAD","VIT","G2","XL","BDS","G2","RGE","MSF"
"979","RGE","XL","MAD","VIT","G2","XL","BDS","G2","VIT","FNC"
"980","RGE","XL","MAD","VIT","G2","XL","BDS","G2","VIT","MSF"
"981","RGE","XL","MAD","VIT","G2","XL","BDS","SK","RGE","FNC"
"982","RGE","XL","MAD","VIT","G2","XL","BDS","SK","RGE","MSF"
"983","RGE","XL","MAD","VIT","G2","XL","BDS","SK","VIT","FNC"
"984","RGE","XL","MAD","VIT","G2","XL","BDS","SK","VIT","MSF"
"985","RGE","XL","MAD","VIT","G2","XL","MAD","G2","RGE","FNC"
"986","RGE","XL","MAD","VIT","G2","XL","MAD","G2","RGE","MSF"
"987","RGE","XL","MAD","VIT","G2","XL","MAD","G2","VIT","FNC"
"988","RGE","XL","MAD","VIT","G2","XL","MAD","G2","VIT","MSF"
"989","RGE","XL","MAD","VIT","G2","XL","MAD","SK","RGE","FNC"
"990","RGE","XL","MAD","VIT","G2","XL","MAD","SK","RGE","MSF"
"991","RGE","XL","MAD","VIT","G2","XL","MAD","SK","VIT","FNC"
"992","RGE","XL","MAD","VIT","G2","XL","MAD","SK","VIT","MSF"
"993","RGE","XL","MAD","VIT","MSF","AST","BDS","G2","RGE","FNC"
"994","RGE","XL","MAD","VIT","MSF","AST","BDS","G2","RGE","MSF"
"995","RGE","XL","MAD","VIT","MSF","AST","BDS","G2","VIT","FNC"
"996","RGE","XL","MAD","VIT","MSF","AST","BDS","G2","VIT","MSF"
"997","RGE","XL","MAD","VIT","MSF","AST","BDS","SK","RGE","FNC"
"998","RGE","XL","MAD","VIT","MSF","AST","BDS","SK","RGE","MSF"
"999","RGE","XL","MAD","VIT","MSF","AST","BDS","SK","VIT","FNC"
"1000","RGE","XL","MAD","VIT","MSF","AST","BDS","SK","VIT","MSF"
"1001","RGE","XL","MAD","VIT","MSF","AST","MAD","G2","RGE","FNC"
"1002","RGE","XL","MAD","VIT","MSF","AST","MAD","G2","RGE","MSF"
"1003","RGE","XL","MAD","VIT","MSF","AST","MAD","G2","VIT","FNC"
"1004","RGE","XL","MAD","VIT","MSF","AST","MAD","G2","VIT","MSF"
"1005","RGE","XL","MAD","VIT","MSF","AST","MAD","SK","RGE","FNC"
"1006","RGE","XL","MAD","VIT","MSF","AST","MAD","SK","RGE","MSF"
"1007","RGE","XL","MAD","VIT","MSF","AST","MAD","SK","VIT","FNC"
"1008","RGE","XL","MAD","VIT","MSF","AST","MAD","SK","VIT","MSF"
"1009","RGE","XL","MAD","VIT","MSF","XL","BDS","G2","RGE","FNC"
"1010","RGE","XL","MAD","VIT","MSF","XL","BDS","G2","RGE","MSF"
"1011","RGE","XL","MAD","VIT","MSF","XL","BDS","G2","VIT","FNC"
"1012","RGE","XL","MAD","VIT","MSF","XL","BDS","G2","VIT","MSF"
"1013","RGE","XL","MAD","VIT","MSF","XL","BDS","SK","RGE","FNC"
"1014","RGE","XL","MAD","VIT","MSF","XL","BDS","SK","RGE","MSF"
"1015","RGE","XL","MAD","VIT","MSF","XL","BDS","SK","VIT","FNC"
"1016","RGE","XL","MAD","VIT","MSF","XL","BDS","SK","VIT","MSF"
"1017","RGE","XL","MAD","VIT","MSF","XL","MAD","G2","RGE","FNC"
"1018","RGE","XL","MAD","VIT","MSF","XL","MAD","G2","RGE","MSF"
"1019","RGE","XL","MAD","VIT","MSF","XL","MAD","G2","VIT","FNC"
"1020","RGE","XL","MAD","VIT","MSF","XL","MAD","G2","VIT","MSF"
"1021","RGE","XL","MAD","VIT","MSF","XL","MAD","SK","RGE","FNC"
"1022","RGE","XL","MAD","VIT","MSF","XL","MAD","SK","RGE","MSF"
"1023","RGE","XL","MAD","VIT","MSF","XL","MAD","SK","VIT","FNC"
"1024","RGE","XL","MAD","VIT","MSF","XL","MAD","SK","VIT","MSF"
